word,definition,translation
bursting,"v come open suddenly and violently, as if from internal pressure\nv force out or release suddenly and often violently something pent up\nv burst outward, usually with noise\nv move suddenly, energetically, or violently\nv be in a state of movement or action\nv emerge suddenly\nv cause to burst\nv break open or apart suddenly and forcefully",a. 充满的；渴望的
bursting charge,,[机] 爆裂药
bursting diaphragm,,[化] 防爆门; 防爆膜; 放空门
bursting disk,,[化] 防爆膜
bursting explosive,,[网络] 炸药
bursting fracture,,[医] 指(趾)端粉碎骨折
bursting pain,,[医] 撕裂痛
bursting pressure,,[机] 破裂压力
bursting pressure of tank sheel,,[机] 罐身爆破压力
bursting pressure of tank shell,,[化] 爆破压力
bursting process,,[化] 猝发过程
bursting strength,,[机] 脆裂强度
bursting stress,,[化] 爆裂应力
burston,, [人名] 伯斯顿; [地名] [英国] 伯斯顿
burstone,,[机] 磨石
burstone mill,,[机] 石磨机
burstow,, [人名] 伯斯托
burstpressure,,[化] 爆破压力
burstproof,,a. (门锁)防冲撞的
bursts,"n the act of exploding or bursting\nn rapid simultaneous discharge of firearms\nn a sudden flurry of activity (often for no obvious reason)\nn a sudden intense happening\nv come open suddenly and violently, as if from internal pressure\nv force out or release suddenly and often violently something pent up\nv burst outward, usually with noise\nv move suddenly, energetically, or violently\nv be in a state of movement or action\nv emerge suddenly\nv cause to burst\nv break open or apart suddenly and forcefully",v. 爆炸( burst的第三人称单数 ); 突然发作; 突然打开; 挤满
bursty,, 阵发性的；间歇的
burstyn,, [人名] 伯斯泰因
bursula,,(pl.bursulae)小粘囊
bursula testium,,[医] 阴囊
Burt,n. English psychologist whose studies of twins were later said to have used fabricated data (1883-1971),伯特（人名）
Burt Lancaster,,毕兰卡斯特
burtchaell,, [人名] 伯彻尔
burthen,n a variant of `burden'\nv weight down with a load,"n. 负荷,重荷,负担\nv. 使负重担,累"
burthened,v. weight down with a load,n. 负荷；载重量；重荷；负担\nv. 使负重担；累
burthening,v. weight down with a load,n. 负荷；载重量；重荷；负担\nv. 使负重担；累
burthens,n. a variant of `burden'\nv. weight down with a load,n. 负荷；载重量；重荷；负担\nv. 使负重担；累
burton,n. English explorer who with John Speke was the first European to explore Lake Tanganyika (1821-1890)\nn. Welsh film actor who often co-starred with Elizabeth Taylor (1925-1984)\nn. a strong dark English ale,n. 复滑车
Burton (cracking)process,,[化] 柏顿裂化过程
burton cracking process,,[机] 柏顿裂化过程
Burton electrophoresis,,[医] 伯顿氏电泳
Burton's line,,"[医] 伯顿氏线, 蓝线, 铅线(铅毒性龈缘)"
Burton's sign,,"[医] 伯顿氏征, 铅毒性龈缘, 铅线, 蓝线"
burtoning,,双杆操作法
Burtonize,,"vt.(尤指用石膏、泻盐)使(酿酒用水)硬化,将(酿酒用水) 作硬化处理"
burtonsville,, [地名] [美国] 伯顿斯维尔
burts,, [人名] 伯茨
burtt,, [人名] 伯特
buru,, 布鲁（印度尼西亚东部一个岛屿，位于塞兰岛西部的马鲁古群岛）
Burun,,n. (Burun)人名；(土)布伦
Burundi,n. a landlocked republic in east central Africa on the northeastern shore of Lake Tanganyika\na. of or relating to or characteristic of Burundi or its people,n. 布隆迪
Burundi franc,,布隆迪法郎
Burundian,n. a native or inhabitant of Burundi,n. 布隆迪人\na. 布隆迪的；布隆迪人的
Burundians,plural of Burundian\nn. a native or inhabitant of Burundi,(Burundian 的复数) n. 布隆迪人\na. 布隆迪的；布隆迪人的
burunduki,, [地名] [俄罗斯] 布伦杜基
burweed,,n. 结刺果的植物
burweed marsh elder,,[网络] 海苔沼泽长辈
burwell,, [人名] 伯韦尔; [地名] [英国、英国] 伯韦尔
burwick,, [地名] [英国] 伯威克
burwood,, [地名] [澳大利亚] 伯伍德
bury,v. cover from sight\nv. place in a grave or tomb\nv. place in the earth and cover with soil\nv. embed deeply,"vt. 埋葬, 埋藏"
bury onself in study,,埋头研究
bury the hatches,,"休战,和解,言归于好,化干戈为玉帛"
bury the hatchet,,"和解, 停战"
Bury's disease,,"[医] 布厄里氏病, 持久隆起红斑"
buryat,,n. 布里亚特人; 布里亚特语（等于Buriat）
buryats,plural of buryat,(buryat 的复数) n. 布里亚特人; 布里亚特语（等于Buriat）
burying,n. concealing something under the ground,"n. 葬礼, 埋葬"
burying beetle,, [昆虫]埋葬虫
burying ground,,n. 坟场，墓地
buryingplace,,埋弃场
buryktalskite,,布留石
burzynski,, [人名] 布尔津斯基; [电影]博金斯基
bus,n. a vehicle carrying many passengers; used for public transport\nn. a car that is old and unreliable\nv. send or move around by bus\nv. ride in a bus,n. 公共汽车\n[计] 总线; 汇流条; 母线
bus adapter,,[计] 总线适配器
bus available signal,,[计] 总线可用信号
bus bar,,[计] 汇流条
bus boycott,,抵制乘公共汽车
bus cable,,[计] 总线电缆
bus circuit,,[计] 总线电路
bus company,, 公共汽车公司
bus conductor,,公共汽车售票员
bus configuration,,[计] 总线结构
bus contention,,"[计] 总线争用, 总线竞争"
bus control logic,,[计] 总线控制逻辑
bus controller,,[计] 总线控制器
bus conversion interface,,[计] 总线转换接口
bus crash,,公共汽车车祸
bus cycles,,[电] 总线周期
bus depot,,公共汽车停车场
bus driver,,[计] 总线驱动器
bus entender module,,[计] 总线扩展模件
bus fare,,公共汽车票钱；公车票；公车费率
bus fuel,,[机] 公共汽车燃料
bus input/output channel,,[计] 总线输入输出通道
bus interface circuit,,[计] 总路线接口电路
bus interlocked communication,,[计] 总线互锁通信
bus lane,,n. （街道上的）公共汽车专用车道
bus line,, 汇流线
bus master,,[计] 总线主控
bus mastering,,[计] 总线主控
bus message,,"[计] 总线报文, 总线消息"
bus monitor,,[计] 总线监控器
bus mother board,,[计] 总线母板; 总线底板
bus multiplexing,,[计] 总线多路传输
bus network,,[计] 总线网络
bus organized structure,,[电] 总线结构
bus pass,, 公车月票（凭此票可在特定时间内在某一地区乘坐任何公共汽车）
bus plane,,[计] 电源层
bus polling protocol,,[计] 总线控询协议
bus priority structure,,[计] 总线优先结构
bus priority structures,,[电] 总线优先权结构
bus protection,,[电] 总线保护
bus reactor,,[电] 总线电抗器
bus register,,[计] 总线寄存器
bus route,,n. 公交线路
bus run,,[电] 总线通道
bus sectionalization reactor,,[电] 总线分段电抗器
bus separator,,[计] 总线分离器
bus service,, 公共汽车业务
bus shelter,,n. 公共汽车候车亭
bus slave,,[计] 总线受控
bus station,,n. 公交车站
bus stop,,公共汽车站
bus structure,,[计] 总线结构
Bus Surfing,"The act of attempting to ride a bus by standing in the aisle like a surfer. The goal is to stand for as long as possible without touching anything (seats, poles, people) for support. \r\n\r\nOften a competition between two people to see who can stand the longest.\n> ''On the way home last night I was bus surfing for a full 3 minutes!''\n",
bus switch unit,,[计] 总线开关部件
bus system,,[计] 总线系统
bus terminal,, 公共汽车终点站
bus ticket,,公共汽车票
bus tie breaker,,[电] 总线联络断路器
bus topology,,[计] 总线拓扑
bus traffic,, [计]总线流通量
bus transceiver,,[计] 总线收发器
bus transfer,,[计] 总线传送
bus type,,[计] 总线类型
bus tyre,,[机] 公共汽车轮胎
bus unit,,[计] 总线装置
bus-back,,[计] 电路环接
bus-bar,,[化] 汇流条; 汇流排
bus-barwire,,[化] 汇流排; 汇流条
bus-boy,,餐厅的帮手
bus-boys,plural of bus-boy,(bus-boy 的复数) 餐厅的帮手
bus-compatible,,[计] 总线兼容的
bus-driver,,n. 公共汽车驾驶员
bus-drivers,plural of bus-driver,(bus-driver 的复数) n. 公共汽车驾驶员
bus-fare,,公共汽车票钱；公车票；公车费率
bus-fares,plural of bus-fare,(bus-fare 的复数) 公共汽车票钱；公车票；公车费率
bus-organization,,[计] 总线式结构
bus-organized structure,,[计] 总线式结构
bus-oriented,,"[计] 面向总线的, 总线用的"
bus-route,,公共汽车线路
bus-routes,plural of bus-route,(bus-route 的复数) 公共汽车线路
bus-shelter,, 公共汽车候车亭
bus-station,,n. 车站
bus-stop,,n. 公共汽车站
bus-stops,plural of bus-stop,(bus-stop 的复数) n. 公共汽车站
bus-structured,,[计] 总线结构的
bus-ticket,,公共汽车票
bus-tickets,plural of bus-ticket,(bus-ticket 的复数) 公共汽车票
busa,, [医]发酵奶，土耳其奶酒
Busacca's gelatin test,,"[医] 布萨卡氏明胶试验(检梅毒,检婴儿结核病)"
Busacca's test,,"[医] 布萨卡氏试验(检梅毒,检婴儿结核病)"
busan,,n. 釜山（韩国一港市）
busbar,n. an electrical conductor that makes a common connection between several circuits, 汇流排;  汇流条; 母线; 汇刘
busbars,plural of busbar,(busbar 的复数)  汇流排;  汇流条; 母线; 汇刘
busbee,, [人名] 巴斯比
busbies,pl.  of Busby,n. 毛皮制高帽子( busby的名词复数 )
busboy,n. a restaurant attendant who sets tables and assists waiters and clears away dirty dishes,n. 餐馆里的服务员助手
busboys,plural of busboy\nn. a restaurant attendant who sets tables and assists waiters and clears away dirty dishes,(busboy 的复数) n. 餐馆里的服务员助手
busby,n tall hat; worn by some British soldiers on ceremonial occasions,n. 毛皮制高帽子
busbys,-s form of busby\nn tall hat; worn by some British soldiers on ceremonial occasions,(busby 的第三人称 -s形式) n. 毛皮制高帽子
busca,, [地名] [意大利] 布斯卡
buscaglia,, [人名] 布斯卡利亚
Buscaino reaction,,[医] 布斯卡伊诺氏[尿沉淀]反应(脑病时的尿反应)
Buscaino's reaction,,[医] 布斯卡伊诺氏[尿沉淀]反应(试验)(脑病时的尿反应)
Buscaino's test,,[医] 布斯卡伊诺氏[尿沉淀]试验(脑病时的尿反应)
Busch,,n. 布施（姓氏）
Buschke's disease,,"[医] 布施克氏病, 隐球菌病"
buschman,, [人名] 布施曼
buschmann,, [人名] 布施曼
buscopan,,"[医] 布斯寇潘, 丁基嗅东莨菪硷"
buse,, [人名] 布斯
busectomy,,[医] 粘液囊切除术
bused,v send or move around by bus\nv ride in a bus\nv remove used dishes from the table in restaurants,[计] 多丛的
bused tree,,[计] 丛树
buser,,n. 布瑟牌手表
Buseraceae,,[医] 橄榄科
busers,plural of buser,(buser 的复数) n. 布瑟牌手表
buses,n a vehicle carrying many passengers; used for public transport\nn the topology of a network whose components are connected by a busbar\nn an electrical conductor that makes a common connection between several circuits\nn a car that is old and unreliable\nv send or move around by bus\nv ride in a bus\nv remove used dishes from the table in restaurants,n. 公共汽车（bus的复数形式）
busey,, [人名] 布西
bush,n. a large wilderness area\nn. 43rd President of the United States; son of George Herbert Walker Bush (born in 1946)\nn. United States electrical engineer who designed an early analogue computer and who led the scientific program of the United States during World War II (1890-1974)\nn. vice president under Reagan and 41st President of the United States (born in 1924),n. 矮树丛\n[化] 管衬
Bush administration,,布什政府
bush baby,,"n. （非洲产的）丛猴, 夜猴"
bush basil,, [植物]小矮糠(Ocimum)
bush bean,, 矮菜豆
bush chain,,[机] 套链
bush clover,, 胡枝子属
bush disease,,[医] 丛林病(新西兰牛羊进行性贫血)
bush fire,, 丛林火; 野火
bush hibiscus,,[网络] 灌木木槿
bush honeysuckle,,[网络] 灌木忍冬
Bush House,,布什大厦
bush jacket,,n. 衬衫式茄克衫
bush lawyer,, 有刺灌木; 好争辩的人；自以为知法的人
bush league,,"n. 美国次级职业棒球联盟\n 外行, 无关紧要的人或机构\na. 二流的"
bush leaguer,,[美国俚语]；[亦作 busher]第二流棒球队队员，次级棒球队联盟竞赛选手，二流选手
bush nasturtium,,[网络] 灌木菜
bush out,,[网络] 挤出来
bush pea,,[网络] 灌木豌豆
bush pilot,, [主美国英语]在无人区飞行的飞行员
bush poppy,,[网络] 灌木罂粟
bush rat,," 蹊鼠（产于西非, 可食用）"
bush shirt,,= bush jacket
bush shrike,,[网络] 非洲丛伯劳
bush sickness,,"[医] 丛林病, 地方性牛羊消瘦病"
bush telegraph,, 传播消息的小道; 小广播
bush tit,,[网络] 布什山雀
bush vetch,, 野豌豆
bush violet,,[网络] 紫水晶
bush willow,,[网络] 灌木柳
Bush's law,,[医] 布希氏定律(计算儿童药量)
bush-hat,,丛林帽；宽边丛林帽；（澳大利亚士兵戴的）阔边帽
bush-hats,plural of bush-hat,(bush-hat 的复数) 丛林帽；宽边丛林帽；（澳大利亚士兵戴的）阔边帽
bush-league,s not of the highest quality or sophistication," 小型竞赛联合会, 低水平的, 非职业的"
bushbabies,plural of bushbaby,"(bushbaby 的复数) n. 婴猴, 眼镜猿; 丛猴"
bushbaby,n. agile long-tailed nocturnal African lemur with dense woolly fur and large eyes and ears,"n. 婴猴, 眼镜猿; 丛猴"
bushbuck,n. antelope with white markings like a harness and twisted horns,n. 南非羚羊\n[医] 非洲羚羊(冈比亚锥虫宿主)
bushcraft,,n. 丛林谋生知识和技能(如寻找水和食物、觅路或寻找遮蔽处等)
bushed,v provide with a bushing\ns very tired,"a. 长满灌木的, 疲倦的"
Bushehr,,n. 布什尔（伊朗一省名）
bushel,n. a United States dry measure equal to 4 pecks or 2152.42 cubic inches\nn. a British imperial capacity measure (liquid or dry) equal to 4 pecks,n. 蒲式耳(容量单位)\nv. 修整(衣物)
bushel basket,,n. 容量为一蒲式耳的圆篮子
bushelage,n. A duty payable on commodities by the bushel.,n. 以蒲式耳计算的量
bushelbasket,,n. 容量为一蒲式耳的圆篮子
busheled,,修补或翻新（bushel的过去式与过去分词形式）
busheler,,n. 修补衣服的[人]
bushelful,, 满蒲式耳
Bushell,,n. (Bushell)人名；(英、西)布谢尔
bushelled,v restore by replacing a part or putting together what is torn or broken,vt.& vi. 修补或翻新（bushel的过去式与过去分词形式）
busheller,,n. 修补衣服的[人]
bushelling,v restore by replacing a part or putting together what is torn or broken,[机] 碎铁
bushels,n a United States dry measure equal to 4 pecks or 2152.42 cubic inches\nn a British imperial capacity measure (liquid or dry) equal to 4 pecks\nv restore by replacing a part or putting together what is torn or broken,"n. 蒲式耳（在美国相当于2150。42立方英寸, 或35。42升）( bushel的名词复数 ); 大量; 一蒲式耳重量的东西; 拿自己作标准来衡量别人"
busher,s not of the highest quality or sophistication,"n. 第二流球队队员, 才能平庸的人"
bushes,n a low woody perennial plant usually having several major stems\nn a large wilderness area\nn dense vegetation consisting of stunted trees or bushes\nn 43rd President of the United States; son of George Herbert Walker Bush (born in 1946)\nn United States electrical engineer who designed an early analogue computer and who led the scientific program of the United States during World War II (1890-1974)\nn vice president under Reagan and 41st President of the United States (born in 1924)\nn hair growing in the pubic area\nv provide with a bushing,n. 灌木（丛）( bush的名词复数 ); [机械学]（金属）衬套; [电学]（绝缘）套管; 类似灌木的东西（尤指浓密的毛发或皮毛）
bushey,, [人名] 布希; [地名] [英国] 布希
bushfield,, [地名] [爱尔兰] 布什菲尔德
bushfighter,n. One accustomed to bushfighting.,"n. 丛林游击队员, 丛林(地)战士"
bushfighting,"n. Fighting in the bush, or from behind bushes, trees,\n   or thickets.",n. 丛林游击战
bushfire,,n. 林区大火
bushfires,plural of bushfire,(bushfire 的复数) n. 林区大火
bushfowl,, 鹧鸪（常可食用）
bushhammer,"n. A hammer with a head formed of a bundle of square bars,\n   with pyramidal points, arranged in rows, or a solid head with a face\n   cut into a number of rows of such points; -- used for dressing stone.\nv. t. To dress with bushhammer; as, to bushhammer a block\n   of granite.",n. 石工锤
